ID,hamming_cluster
20060112051894,6
20150301150061,3
20100706101968,1
20150606151236,5
20150806151995,6
20140706141615,6
20180707180038,4
20131211131785,6
20180403180002,2
20130201130139,1
20181210181128,6
20040202042387,1
20040202041248,1
20040201042343,1
20110101112219,1
20050504052367,5
20170706170554,5
20040706040852,2
20140504140715,1
20091009092266,6
20150302150854,6
20050908050613,6
20160303160831,5
20160807160926,6
20180212170916,6
20110707111371,2
20161109161980,5
20080806082320,5
20170705170124,1
20080706080773,1
20101110101454,1
20061010061373,6
20070605070538,2
20161009160909,2
20100201101551,1
20101009101125,1
20170301170001,1
20100909100664,6
20051211051905,5
20160605161985,1
20170605170582,5
20080908082468,5
20160505161098,6
20080605082442,4
20030504032106,6
20110112100931,5
20140807141441,1
20050403051378,2
20050101050502,5
20141110141120,1
20111109111052,6
20110201110654,5
20030606032752,2
20150807151156,1
20090807091235,6
20160302162026,6
20160403161136,1
20180706180794,2
20030111020620,5
20180504181095,5
20140908141139,1
20110201110128,6
20170605172044,5
20050112040551,5
20091009090856,6
20140605141352,6
20070908071039,2
20180606181576,1
20060605061353,6
20080201082014,5
20150201150158,6
20150303152173,5
20151110151451,6
20081008081641,4
20160605161093,5
20141211142137,1
20030504030907,1
20051211052026,6
20130403131010,5
20040201040087,3
20161009161025,4
20040908041643,2
20070808072114,2
20140605140972,6
20050706051744,6
20170201171895,6
20050504050011,6
20180302181187,2
20070605070856,1
20050605051290,2
20050706051510,6
20181110181676,2
20130112122447,5
20151110151818,2
20111111110159,3
20170908170040,6
20120403121584,2
20070202071365,1
20100403102314,1
20070302072442,2
20141009141389,3
20121211121272,1
20091110091373,6
20060201061732,6
20030112023136,1
20160606161032,2
20110201112465,1
20071211072427,6
20110201112366,1
20060112050747,6
20070706072077,5
20111010111966,1
20050505050728,6
20100504100757,1
20120404121542,2
20120808121693,6
20091211091203,2
20050807051783,5
20030403033473,2
20100201102351,6
20060909060951,1
20060302062438,3
20060605062362,3
20110706111371,2
20150908150864,2
20130807131524,1
20140301140933,2
20110403111099,2
20090807091033,1
20050302051128,6
20090909090792,5
20080504081299,6
20071009071105,1
20101111101907,6
20170201171363,6
20130302130571,4
20170504171532,1
20130908131191,6
20130112120870,4
20040706041249,6
20160302162132,6
20160807161536,5
20090605090512,2
20080605080018,6
20060505061121,2
20151010151017,5
20041009042384,1
20030302032524,2
20181110180648,6
20060808061957,2
20091211090082,5
20150908152519,6
20030504032937,1
20061110061181,1
20050112041977,6
20041110042352,5
20090201090951,5
20171110172065,2
20070201070583,6
20100807100526,2
20101009101774,5
20061009062221,6
20140503141294,1
20040605040912,2
20061211061325,5
20180101180524,1
20050201051688,6
