ID,lv_cluster
20130302132173,3
20110706111132,3
20181111181840,4
20080909082173,4
20050706051982,4
20180807181242,4
20130909130043,4
20121211122218,3
20050403051561,4
20030302031539,3
20040302041480,2
20140908141465,4
20130111121500,3
20180504181223,1
20090504090802,4
20160403160011,4
20060908061677,4
20121010122337,3
20070504072129,4
20061008061093,5
20100605101299,3
20050404052060,4
20060303062091,3
20041009040847,5
20140403141896,3
20161110161298,4
20110806111655,3
20140402140666,4
20031110032024,3
20180201180698,4
20030111022693,4
20050808051297,3
20100605101589,4
20050404051395,1
20070112061226,3
20160808161922,4
20180806180730,3
20170707170576,3
20111211110891,4
20030504031729,3
20070706070059,3
20100403101251,5
20040605041745,3
20110201111877,4
20110301110844,4
20140101142043,4
20120403120576,3
20160403161381,4
20030908032130,4
20111009112489,4
20030605031497,3
20090706091794,4
20140807142177,3
20100909100865,3
20090807092179,3
20170111161256,1
20100605102027,4
20100403101805,4
20041111041520,4
20090707091142,2
20170605172097,3
20091211092413,4
20160605161132,2
20110503112004,4
20150301151380,2
20141211141022,1
20170404170832,3
20161110161657,3
20101211100579,3
20100402100781,1
20111211111423,4
20041008041014,4
20150302150866,1
20051010051240,4
20120706121897,4
20171009171650,4
20060302060909,4
20091110090669,4
20090605092386,4
20171009171320,2
20081211080009,4
20150503150931,4
20050504050745,4
20180112170676,4
20030201033017,3
20150908151756,4
20150403152187,4
20170807170665,4
20050302051194,3
20140403140801,4
20041009041176,4
20160808160754,3
20140402140604,2
20070503072436,4
20070807071500,4
20101009101003,4
20071110071713,1
20140807141041,4
20100302101526,4
20160301162488,3
20121109121486,4
20080504081761,2
20170504171237,4
20111110110657,3
20030202030506,3
20071009071831,2
20051110052378,4
20160302162049,4
20080605080527,3
20091009092255,4
20110604111482,3
20171110171129,3
20180112170087,3
20040907042335,1
20150504151113,4
20090908091340,2
20140201140903,3
20080909082345,2
20031009031008,3
20060401060822,2
20061010061977,1
20160202162020,3
20040111031711,4
20180202182185,3
20040101040534,3
20041009041606,4
20180212171949,4
20110505111132,3
20090403090886,1
20061110060688,3
20070908071320,4
20081010080131,3
20160403161808,3
20080807080647,4
20031110031555,3
20121009120555,3
20110908110771,3
20150504151888,2
20030909033651,4
20120404121319,3
20030906030873,4
20100707101379,3
20120504122066,5
20150807151099,3
20070605070530,2
20030807030928,4
20031009032808,5
20120908120667,4
20180302182281,3
20100201101183,3
20140807141911,3
20041111041964,4
20170706170898,3
20160706160122,3
20100808100825,4
20060201060961,1
20180112171344,4
20050504051614,4
20131110130613,3
20100201100866,3
20050201051197,3
20071009070705,3
20090301091303,4
20061010060716,2
20131109132257,3
20120112112207,4
20140909141998,3
20170907170139,4
20050111041043,3
20140302141176,4
20110403110727,4
20160504161249,4
20160402160144,4
20060302062225,3
20150706151980,3
20150403150021,3
20050201052125,3
20051110051627,3
20170112160573,3
20140605141002,3
20030402033057,4
20110706110652,2
20141009141232,4
20170908172098,4
20050807051667,4
20170605170875,4
20071111070755,5
20140112130545,3
20030403033412,3
20140908141472,4
20150112140002,4
20100706101475,5
20081211082313,5
20130112120052,3
20080605080614,3
20040403041180,2
20051110052275,3
20080112070633,3
20140605140651,3
20061009060807,1
20120303120815,3
20070111062096,3
20131110131029,3
20041111040100,3
20050605052413,4
20180909181902,2
20150706152239,2
20151210150845,3
20120706121816,1
20070808072090,4
20070201071416,5
20050201051281,1
20180504182505,3
20060706060880,3
20031010032100,4
20110302110511,3
20110808112197,4
20110302111523,4
20121010121638,2
20120706120794,3
20151008151955,4
20120302122540,4
20160908161751,4
20090112082038,3
20100907100921,2
20090807091243,3
20110504111643,4
20031008032448,4
20160504162422,4
20120908122509,1
20051211052141,5
20120706121063,3
20140403140668,4
20050301050661,1
20120302121834,4
20161211161986,3
20080111070616,4
20180908181414,2
20070907070988,4
20130807131442,4
20081211082364,4
20121009122097,4
20130706130823,3
20130302130918,4
20080201080568,2
20050112042004,3
20170302171198,4
20170505171617,3
20061009060537,3
20120604120848,3
20070302071671,4
20130908132184,3
20150605150881,4
20091111091863,2
20150706152392,1
20040906041109,4
20110504110630,5
20100112092076,2
20161110161805,4
20170806170830,4
20090808091279,4
20060112051045,4
20030403030064,2
20170706172520,4
20180604180844,2
20181110181521,3
20181110181766,3
20170605171852,2
20081212081280,4
20030807030533,4
20160503160864,3
20060403061330,3
20111110112197,4
20090112081889,4
20110302111888,3
20160302161904,4
20070403072213,3
20090505091994,3
20060302062520,4
20150707151313,4
20120402121881,4
20151211150018,2
20111111112437,4
20040605040773,4
20051211051503,4
20031010031936,3
20030201030827,4
20090705090835,4
20150908151684,4
20070605070672,4
20070101071368,3
20150101150018,3
20031211030680,4
20041211042499,5
20150403152199,4
20091009090872,4
20090302091368,3
20150201150803,3
20051009050048,4
20110112101235,3
20180504181148,3
20110212102287,4
20051009052348,4
20090101090755,4
20090605090966,4
20170112161138,4
20160908161527,4
20080706081706,3
20060302062528,4
20180908182345,1
20111210110509,3
20181211181431,4
20180403182220,4
20081110081994,1
20141211141108,5
20050908052414,4
20151211152289,2
20161210162037,2
20040403040739,2
20050706052294,4
20100808101238,5
20120909120825,4
20040505042042,4
20070504072065,4
20061007062324,3
20080303081591,1
20061109061073,4
20081211080542,3
20120504121314,3
20131009131779,4
20030503032383,3
20100302100603,3
20121009121324,4
20080503082228,1
20030908030991,4
20181008181884,3
20150604151824,4
20100908102013,3
20040301042429,4
20140301141325,4
20111010111888,4
20100402101068,4
20171211172264,4
20060706062422,5
20130706132358,3
20130302130664,3
20170302170683,4
20080112072436,2
20100112090054,5
20090403090603,4
20180404182244,4
20110908112209,3
20100909101025,1
20040302040587,4
20051110051399,4
20080504082037,3
20140505140500,4
20150505150696,2
20070101071315,4
20110908111404,4
20120706121857,4
20170112161030,4
20161110162433,4
20181212180806,3
20131009132407,1
20100504100009,4
20060605061264,3
20050706052164,3
20160706161916,3
20110706111918,3
20080605082370,1
20090402091132,1
20151010150794,2
20130302131200,4
20140404140762,2
20090403091867,4
20070111061523,3
20070505072150,3
20060302061368,4
20130112120104,3
20041009042269,2
20080808080001,3
20150212141829,3
20131009131340,3
20041209040534,4
20090403092040,3
20170706171014,3
20181008181402,1
20060807062496,3
20120707121455,4
20030504031646,4
20030504032201,4
20110302110585,4
20120112110113,4
20071110072479,4
20160404161890,4
20140908142194,3
20030504032858,3
20140201141455,1
20061210060710,2
20071009071499,4
20050201050612,3
20050101050729,4
20070707070103,3
20070605071452,4
20180111171258,4
20080402080883,4
20061010061916,3
20030403030934,4
20041212041674,3
20091009090650,4
20071009070068,4
20050908052363,2
20170706171106,3
20100403101753,3
20090604091788,3
20040909041460,4
20040112033053,3
20170212161979,4
20070808072527,4
20050112042352,4
20110908111876,4
20110806111634,4
20091009091433,3
20170706170908,3
20140908140093,3
20101211102210,4
20071210070619,4
20080112071030,2
20030705031496,3
20041211041515,4
20130504130083,4
20080806080687,3
20130504130797,4
20140201141497,4
20101211101234,3
20080908082215,1
20120201122132,4
20180706181766,5
20150706150564,4
20100403102042,4
20181211180123,4
20150201150833,1
20070404071944,5
20031110031776,4
20100706101622,3
20041109042441,4
20091211091098,4
20131110131759,3
20090504090511,3
20070908071280,4
20080403081427,4
20030112021692,4
20090101091238,3
20031110031492,1
20080202081133,3
20160505161295,4
20080202082322,4
20100302102379,4
20150504150792,2
20140605141803,4
20080908081528,4
20160201160768,4
20160302162346,4
20120706121604,4
20130705130119,4
20070302071771,4
20170907171023,4
20180111171206,4
20151109150579,4
20080605080814,5
20170112160526,1
20181211182519,4
20040504042409,2
20140303141110,5
20040403042340,4
20050112041037,2
20170111160755,2
20150302151188,4
20040403042055,4
20050706051227,3
20070807072424,3
20111009111453,4
20140908142435,4
20160807160737,4
20150301152429,1
20160201162210,3
20040403041233,2
20110505111442,3
20160201162394,4
20110908111537,4
20080504081432,4
20071010072316,4
20071110072266,3
20120807122318,3
20090606090747,3
20091211092359,4
20110201111932,4
20101009101507,4
20131008132307,4
20070302072256,4
20041211041881,4
20040606041369,2
20041110042039,3
20170604172261,5
20111109110617,3
20161009160933,4
20111109111695,4
20110503111680,4
20031009031734,3
20070605072520,4
20070504072614,2
20041211042164,3
20030403030612,4
20070202071518,4
20100907101804,2
20170504172371,2
20040604041175,3
20091110092036,3
20090504091308,3
20141009142249,3
20140504140111,4
20120112111969,4
20080807081420,3
20050505051853,3
20110706112007,3
20120303122451,3
20160111150769,2
20081211081645,3
20031009030759,1
20150112141902,4
20150504150708,4
20131110131809,3
20060908061294,3
20120605121651,4
20181111181302,3
20040706041641,3
20150403152168,3
20151009151176,4
20180502181662,3
20180402181450,1
20180402182165,3
20080403081503,3
20050403052212,4
20100303101027,3
20080505081306,3
20060403061145,4
20180101181180,4
20120403120987,3
20140807141093,2
20171110172003,4
20150908150609,3
20070111061259,4
20180908180099,3
20050403050916,2
20130908130080,3
20040302042557,4
20050201051383,3
20131009132114,4
20120503120673,4
20130403130084,4
20080908082460,4
20151110151712,4
20100201101131,2
20171009172139,4
20070212060920,4
20070908071186,4
20080201081323,1
20050605052180,2
20131110130980,3
20040111033281,3
20050909051267,2
20180806182013,3
20070404071786,4
20101110101631,4
20121211121694,3
20181008181714,4
20180807180759,4
20040808042558,3
20131009132322,1
20180201181822,3
20030403030841,3
20050201051724,4
20090101091153,3
20060202060795,3
20090605092343,3
20171110171761,2
20040805041949,2
20031009031128,4
20091009090803,4
20171110170933,3
20070908071542,2
20140112132272,4
20171110172510,2
20030111022165,5
20161009162210,3
20101111100052,2
20160112152245,3
20180403180111,5
20030504031520,4
20060403062451,3
20181211181552,4
20070605070799,3
20150807150097,5
20120404122029,3
20071210071992,4
20121110121658,4
20130504131815,4
20150604150783,3
20060112052343,3
20120403121651,4
20111110111799,4
20050807051926,4
20181109182202,4
20100403100775,3
20160403162264,4
20170908172175,3
20030706032540,3
20070706072342,4
20101009100505,4
20140201141375,4
20030908032693,1
20050111040555,4
20140302141234,3
20121008121652,4
20080403081438,3
20040605041708,4
20050201051495,3
20031009033356,3
20101008101410,1
20171210171660,1
20180606182135,4
20050201051576,3
20170302170577,4
20070302071352,4
20040605041793,4
20060605061760,2
20140807141452,3
20110201112498,4
20031009031300,4
20050503050678,4
20120101121081,4
20111110111698,3
20061110062287,4
20070605071518,4
20170706170796,3
20051211051076,4
20050302052057,4
20040605041243,4
20130301132364,4
20110706111065,4
20160403160841,2
20151110151057,3
20090201091297,2
20070111061204,4
20051212050793,3
20160403162284,3
20150705151426,3
20130909131453,4
20040504041309,4
20130908131865,3
20140201141151,4
20140807140036,5
20060201062365,4
20090201090570,1
20090807090958,2
20181211181220,4
20051211051623,3
20030706032023,4
20031009030970,4
20170605170710,2
20161110161787,2
20120212111523,2
20040705042148,4
20070808070569,2
20100302101863,3
20110403110770,4
20150605152413,3
20140606142491,3
20181110181384,4
20151210151255,4
20030606032339,3
20150112141035,4
20050503052327,3
20160201161929,3
20090605090061,4
20071010072486,3
20150504151905,3
20060302060771,4
20110908110515,3
20100101100050,2
20080201081948,4
20130504132029,3
20060908060137,4
20090604092027,2
20030301033472,4
20100202100556,1
20050605051160,4
20160705162104,3
20050212042527,3
20110907111898,3
20170403172228,2
20070605072048,2
20160706160715,4
20051211052455,3
20080302080503,4
20040908040860,1
20060907062533,1
20120402120849,1
20180909181999,5
20170909172333,4
20090302090523,4
20160212150906,4
20160201160889,3
20150403151602,1
20170605171808,3
20040604042411,3
20051109050665,2
20080707081751,4
20180605182442,5
20031110032979,1
20090606090912,3
20061010060875,2
20101110101654,3
20091211090844,3
20041009041778,3
20140112131243,3
20090706091039,4
20120807121976,2
20101210100583,4
20140706140621,4
20121110121697,3
20080403081860,4
20170201170814,3
20040302041616,4
20080403080965,4
20120402121644,3
20090908092465,2
20070907072466,3
20030605032223,2
20110808110820,3
20121111120555,3
20171110170833,4
20140503140040,4
20041211041597,3
20170605170667,2
20180909182405,1
20040605041430,4
20090402091913,4
20080605081874,2
20181009182315,4
20180302180670,3
20041009040947,3
20030807032075,4
20150201150656,4
20040301041079,1
20110808111163,4
20181210182370,3
20150302152008,1
20180201181408,4
20121009120607,4
20150807150001,3
20080504081420,4
20170504170161,2
20080605080038,3
20130807131622,4
20170604171294,5
20150909151586,3
20081211081673,4
20081211081876,4
20070706071006,4
20030101033414,3
20180212171451,4
20090302091270,4
20151210151003,2
20051111050839,3
20110908112076,4
20030706033156,5
20101110101368,1
20150808151990,4
20130807131758,4
20050111041257,4
20090112080712,1
20170302171977,3
20110605111179,4
20141211141343,3
20180603180849,3
20111009112207,4
20070706072094,3
20040504041073,3
20141211141453,4
20091111090549,3
20070908071609,4
20150807151287,3
20031211031628,2
20040908042063,3
20110605110958,4
20030112022264,5
20100201100758,4
20120807122026,3
20090201091976,3
20140807141773,4
20140605142412,4
20170907172314,4
20041010041525,3
20061211060546,4
20170504170047,2
20131211131909,2
20130908132229,5
20170706172504,3
20070403072291,4
20130807132498,4
20050907052087,3
20121109122151,4
20150807151341,4
20170707170138,4
20100504100126,1
20080605081681,3
20080202081646,4
20090201092028,3
20180908181131,4
20160806160526,3
20121212121753,3
20161109162188,4
20130605130563,3
20130403131256,3
20090301091058,3
20151009151017,3
20040605041847,4
20070302071199,4
20130112121433,4
20091009090676,4
20150706151255,3
20160201161096,4
20130808130824,3
20100404101945,1
20071211070951,3
20180403182119,4
20161110161870,3
20110605110908,3
20031110032107,4
20060302062313,3
20140605141619,4
20181110180916,4
20161009161703,3
20041211042087,4
20120112112301,5
20120302120995,3
20030706032063,4
20030605030191,4
20180705180138,3
20111110112238,3
20100403100042,3
20050201051850,5
20170302170644,4
20160302160917,3
20141110140667,4
20121109121426,1
20060112051692,4
20100604102452,1
20180605182437,4
20051109050992,5
20180504181531,4
20170505172213,2
20160402161262,4
20141211141946,1
20090112080885,4
20090807090097,5
20150705150841,3
20160806161329,4
20150112140544,4
20130504130889,4
20050908050036,2
20150707151692,4
20130504130011,4
20140605142301,4
20061009060536,3
20160302161758,2
20160403162331,4
20030604030507,5
20110706111702,1
20050504052399,4
20130402130705,3
20090706092062,4
20140301142031,3
20111211111222,5
20130201131436,4
20110808111216,4
20060908061430,4
20170806171850,4
20170112160641,3
20171110172011,4
20101009101134,4
20150707150570,5
20070807072302,5
20120401120840,1
20140201141788,4
20111008110808,4
20170403172041,4
20100807100818,2
20050807050022,4
20160707161831,3
20141110140585,3
20080112070127,3
20080201082385,3
20091009090662,1
20080909080880,4
20100807100582,4
20090807092491,4
20120605121192,4
20071110072392,3
20171009171750,4
20050112041432,4
20150504151149,4
20110504110996,4
20060503061238,4
20050504050818,3
20060808062097,1
20151211152330,3
20180808180944,4
20131009132462,3
20110807112156,4
20140302141295,3
20080908080606,4
20170605171857,2
20041010041764,4
20180807180693,3
20091009090540,3
20040707041756,4
20030112020983,2
20090807091629,3
20050908052499,4
20061009061935,5
20120112112509,4
20080605080164,1
20120403121028,4
20110302112175,3
20060605061512,4
20080504082450,4
20120505120042,4
20140111131603,4
20160808161235,3
20130302132198,3
20031009032377,2
20110807112369,3
20071009071104,4
20031211031552,5
20110201110541,4
20090807092499,3
20161110160678,4
20070505072691,4
20100404100524,3
20160807161483,4
20031211030575,4
20120302120869,2
20091211091467,3
20180402182121,4
20120807122396,5
20131010131046,1
20060302062560,4
20130908130736,3
20071009071569,1
20031211033528,4
20041009042314,1
20071110070811,4
20130807131254,3
20151009151022,2
20160705162373,4
20111009112322,3
20040908042224,4
20110605111477,2
20161110161380,4
20120605120082,4
20090606092520,3
20080706081102,4
20150303150947,3
20130706130872,4
20060505060564,3
20090504092391,3
20081009081637,4
20130111121141,4
20100201102283,1
20080605081262,4
20170303172165,4
20080605082089,4
20091009091044,3
20130302131336,2
20160706161370,4
20141009141230,4
20170908170851,4
20100504100601,3
20100908101925,4
20161009161602,2
20130302131646,3
20180504182359,4
20160301161774,4
20150705150087,3
20170706172364,4
20150403150081,3
20050706052527,3
20031008033140,4
20040402042325,5
20120504120608,3
20150505150791,3
20121008121801,4
20170403172174,3
20121010121461,3
20030605031446,5
20140202141057,3
20150705152450,3
20110112100972,2
20140504142234,5
20140504142510,3
20070908071576,4
20121008121504,1
20110112101485,1
20040705041987,5
20130605130072,4
20080403081154,3
20171211170646,3
20160504162259,3
20070201071686,3
20180806180055,3
20030201031492,2
20120806121412,5
20171211171981,2
20090403090988,3
20060112051894,3
20150301150061,1
20100706101968,4
20150606151236,2
20150806151995,3
20140706141615,3
20180707180038,5
20131211131785,3
20180403180002,4
20130201130139,4
20181210181128,3
20040202042387,4
20040202041248,4
20040201042343,4
20110101112219,4
20050504052367,3
20170706170554,3
20040706040852,4
20140504140715,4
20091009092266,3
20150302150854,3
20050908050613,3
20160303160831,3
20160807160926,3
20180212170916,3
20110707111371,4
20161109161980,3
20080806082320,2
20170705170124,4
20080706080773,4
20101110101454,4
20061010061373,3
20070605070538,4
20161009160909,4
20100201101551,4
20101009101125,4
20170301170001,4
20100909100664,3
20051211051905,3
20160605161985,3
20170605170582,2
20080908082468,3
20160505161098,3
20080605082442,5
20030504032106,3
20110112100931,3
20140807141441,4
20050403051378,4
20050101050502,2
20141110141120,4
20111109111052,3
20110201110654,3
20030606032752,4
20150807151156,4
20090807091235,3
20160302162026,3
20160403161136,4
20180706180794,4
20030111020620,2
20180504181095,2
20140908141139,4
20110201110128,3
20170605172044,3
20050112040551,3
20091009090856,3
20140605141352,3
20070908071039,4
20180606181576,4
20060605061353,2
20080201082014,3
20150201150158,2
20150303152173,2
20151110151451,3
20081008081641,5
20160605161093,2
20141211142137,4
20030504030907,4
20051211052026,3
20130403131010,3
20040201040087,1
20161009161025,5
20040908041643,4
20070808072114,4
20140605140972,3
20050706051744,3
20170201171895,3
20050504050011,3
20180302181187,4
20070605070856,4
20050605051290,4
20050706051510,3
20181110181676,5
20130112122447,2
20151110151818,4
20111111110159,1
20170908170040,3
20120403121584,4
20070202071365,4
20100403102314,4
20070302072442,4
20141009141389,1
20121211121272,4
20091110091373,2
20060201061732,3
20030112023136,4
20160606161032,4
20110201112465,4
20071211072427,3
20110201112366,4
20060112050747,3
20070706072077,3
20111010111966,4
20050505050728,3
20100504100757,4
20120404121542,4
20120808121693,3
20091211091203,4
20050807051783,3
20030403033473,4
20100201102351,3
20060909060951,4
20060302062438,1
20060605062362,1
20110706111371,4
20150908150864,4
20130807131524,4
20140301140933,4
20110403111099,4
20090807091033,4
20050302051128,3
20090909090792,2
20080504081299,4
20071009071105,4
20101111101907,3
20170201171363,3
20130302130571,5
20170504171532,4
20130908131191,3
20130112120870,5
20040706041249,3
20160302162132,3
20160807161536,2
20090605090512,4
20080605080018,3
20060505061121,4
20151010151017,2
20041009042384,4
20030302032524,4
20181110180648,3
20060808061957,4
20091211090082,3
20150908152519,2
20030504032937,4
20061110061181,4
20050112041977,3
20041110042352,3
20090201090951,2
20171110172065,4
20070201070583,3
20100807100526,4
20101009101774,3
20061009062221,3
20140503141294,4
20040605040912,4
20061211061325,2
20180101180524,4
20050201051688,3
20090212080637,3
20140403141800,2
20061110061416,4
20070101072236,4
20180807180716,3
