ID,lcs_cluster
20170908172424,3
20031109033416,2
20141008141756,3
20131211131178,3
20120505121702,3
20081211081443,3
20050908051575,3
20050201051849,2
20120101120757,3
20060807062198,3
20140706141427,1
20170201170148,1
20121211120771,3
20121010122467,3
20070111060781,1
20060707062515,3
20071009072527,3
20160404160897,3
20151211151067,1
20060201061263,1
20170706171426,1
20110808112167,1
20150707151146,1
20061211061778,1
20130201130547,3
20110706110737,3
20101009102005,3
20180706180112,3
20130504132424,1
20110706111356,1
20050908052450,1
20180112170705,3
20041110041652,1
20180112171638,2
20050707052548,1
20110403112064,3
20090504091285,3
20161211161441,3
20131009131015,1
20130302132173,3
20110706111132,3
20181111181840,1
20080909082173,1
20050706051982,1
20180807181242,1
20130909130043,1
20121211122218,1
20050403051561,1
20030302031539,3
20040302041480,3
20140908141465,1
20130111121500,3
20180504181223,2
20090504090802,1
20160403160011,1
20060908061677,1
20121010122337,3
20070504072129,1
20061008061093,3
20100605101299,3
20050404052060,3
20060303062091,3
20041009040847,1
20140403141896,3
20161110161298,1
20110806111655,3
20140402140666,1
20031110032024,3
20180201180698,1
20030111022693,1
20050808051297,3
20100605101589,1
20050404051395,2
20070112061226,3
20160808161922,1
20180806180730,3
20170707170576,3
20111211110891,1
20030504031729,3
20070706070059,3
20100403101251,1
20040605041745,3
20110201111877,1
20110301110844,1
20140101142043,1
20120403120576,3
20160403161381,1
20030908032130,1
20111009112489,1
20030605031497,3
20090706091794,1
20140807142177,3
20100909100865,3
20090807092179,3
20170111161256,2
20100605102027,3
20100403101805,1
20041111041520,1
20090707091142,3
20170605172097,3
20091211092413,1
20160605161132,3
20110503112004,1
20150301151380,3
20141211141022,2
20170404170832,3
20161110161657,3
20101211100579,3
20100402100781,2
20111211111423,1
20041008041014,1
20150302150866,2
20051010051240,1
20120706121897,1
20171009171650,1
20060302060909,1
20091110090669,1
20090605092386,1
20171009171320,3
20081211080009,1
20150503150931,1
20050504050745,1
20180112170676,1
20030201033017,3
20150908151756,1
20150403152187,1
20170807170665,1
20050302051194,3
20140403140801,1
20041009041176,1
20160808160754,3
20140402140604,3
20070503072436,1
20070807071500,3
20101009101003,1
20071110071713,2
20140807141041,1
20100302101526,1
20160301162488,3
20121109121486,1
20080504081761,3
20170504171237,1
20111110110657,3
20030202030506,1
20071009071831,3
20051110052378,1
20160302162049,1
20080605080527,3
20091009092255,1
20110604111482,3
20171110171129,3
20180112170087,3
20040907042335,2
20150504151113,1
20090908091340,3
20140201140903,3
20080909082345,3
20031009031008,3
20060401060822,3
20061010061977,2
20160202162020,3
20040111031711,1
20180202182185,3
20040101040534,3
20041009041606,1
20180212171949,1
20110505111132,3
20090403090886,2
20061110060688,1
20070908071320,1
20081010080131,3
20160403161808,3
20080807080647,1
20031110031555,1
20121009120555,3
20110908110771,3
20150504151888,3
20030909033651,1
20120404121319,3
20030906030873,1
20100707101379,3
20120504122066,1
20150807151099,3
20070605070530,3
20030807030928,1
20031009032808,1
20120908120667,1
20180302182281,3
20100201101183,3
20140807141911,3
20041111041964,1
20170706170898,3
20160706160122,3
20100808100825,1
20060201060961,2
20180112171344,1
20050504051614,1
20131110130613,3
20100201100866,3
20050201051197,3
20071009070705,3
20090301091303,1
20061010060716,3
20131109132257,3
20120112112207,1
20140909141998,3
20170907170139,1
20050111041043,3
20140302141176,1
20110403110727,1
20160504161249,1
20160402160144,1
20060302062225,3
20150706151980,3
20150403150021,3
20050201052125,3
20051110051627,3
20170112160573,3
20140605141002,3
20030402033057,1
20110706110652,3
20141009141232,1
20170908172098,1
20050807051667,1
20170605170875,1
20071111070755,1
20140112130545,3
20030403033412,3
20140908141472,1
20150112140002,1
20100706101475,1
20081211082313,1
20130112120052,3
20080605080614,3
20040403041180,3
20051110052275,3
20080112070633,3
20140605140651,3
20061009060807,2
20120303120815,3
20070111062096,3
20131110131029,3
20041111040100,3
20050605052413,1
20180909181902,1
20150706152239,3
20151210150845,3
20120706121816,2
20070808072090,1
20070201071416,1
20050201051281,2
20180504182505,3
20060706060880,3
20031010032100,1
20110302110511,3
20110808112197,1
20110302111523,1
20121010121638,3
20120706120794,3
20151008151955,1
20120302122540,1
20160908161751,1
20090112082038,3
20100907100921,3
20090807091243,3
20110504111643,1
20031008032448,1
20160504162422,1
20120908122509,2
20051211052141,1
20120706121063,3
20140403140668,1
20050301050661,2
20120302121834,1
20161211161986,3
20080111070616,1
20180908181414,3
20070907070988,1
20130807131442,1
20081211082364,1
20121009122097,1
20130706130823,3
20130302130918,1
20080201080568,3
20050112042004,3
20170302171198,1
20170505171617,3
20061009060537,3
20120604120848,3
20070302071671,1
20130908132184,3
20150605150881,1
20091111091863,3
20150706152392,2
20040906041109,1
20110504110630,1
20100112092076,3
20161110161805,3
20170806170830,1
20090808091279,1
20060112051045,1
20030403030064,3
20170706172520,1
20180604180844,3
20181110181521,3
20181110181766,3
20170605171852,3
20081212081280,1
20030807030533,1
20160503160864,3
20060403061330,3
20111110112197,1
20090112081889,1
20110302111888,3
20160302161904,1
20070403072213,3
20090505091994,3
20060302062520,1
20150707151313,1
20120402121881,1
20151211150018,3
20111111112437,1
20040605040773,1
20051211051503,1
20031010031936,3
20030201030827,1
20090705090835,1
20150908151684,1
20070605070672,1
20070101071368,3
20150101150018,3
20031211030680,1
20041211042499,3
20150403152199,1
20091009090872,1
20090302091368,3
20150201150803,3
20051009050048,1
20110112101235,3
20180504181148,3
20110212102287,1
20051009052348,1
20090101090755,1
20090605090966,1
20170112161138,1
20160908161527,1
20080706081706,3
20060302062528,1
20180908182345,2
20111210110509,3
20181211181431,1
20180403182220,1
20081110081994,2
20141211141108,1
20050908052414,1
20151211152289,3
20161210162037,3
20040403040739,3
20050706052294,1
20100808101238,1
20120909120825,1
20040505042042,1
20070504072065,1
20061007062324,3
20080303081591,2
20061109061073,1
20081211080542,3
20120504121314,3
20131009131779,1
20030503032383,3
20100302100603,3
20121009121324,1
20080503082228,2
20030908030991,3
20181008181884,3
20150604151824,1
20100908102013,3
20040301042429,1
20140301141325,1
20111010111888,1
20100402101068,1
20171211172264,1
20060706062422,1
20130706132358,3
20130302130664,3
20170302170683,1
20080112072436,3
20100112090054,1
20090403090603,1
20180404182244,1
20110908112209,3
20100909101025,2
20040302040587,1
20051110051399,1
20080504082037,3
20140505140500,1
20150505150696,3
20070101071315,1
20110908111404,1
20120706121857,1
20170112161030,1
20161110162433,1
20181212180806,3
20131009132407,2
20100504100009,1
20060605061264,3
20050706052164,3
20160706161916,3
20110706111918,3
20080605082370,2
20090402091132,2
20151010150794,3
20130302131200,1
20140404140762,3
20090403091867,1
20070111061523,3
20070505072150,3
20060302061368,1
20130112120104,3
20041009042269,3
20080808080001,3
20150212141829,3
20131009131340,3
20041209040534,1
20090403092040,3
20170706171014,3
20181008181402,2
20060807062496,3
20120707121455,1
20030504031646,1
20030504032201,1
20110302110585,1
20120112110113,1
20071110072479,1
20160404161890,1
20140908142194,3
20030504032858,3
20140201141455,2
20061210060710,3
20071009071499,1
20050201050612,3
20050101050729,1
20070707070103,3
20070605071452,1
20180111171258,1
20080402080883,1
20061010061916,3
20030403030934,1
20041212041674,3
20091009090650,1
20071009070068,1
20050908052363,3
20170706171106,3
20100403101753,3
20090604091788,3
20040909041460,1
20040112033053,3
20170212161979,1
20070808072527,1
20050112042352,1
20110908111876,1
20110806111634,1
20091009091433,3
20170706170908,3
20140908140093,3
20101211102210,1
20071210070619,1
20080112071030,3
20030705031496,3
20041211041515,1
20130504130083,1
20080806080687,3
20130504130797,1
20140201141497,1
20101211101234,3
20080908082215,2
20120201122132,1
20180706181766,3
20150706150564,1
20100403102042,1
20181211180123,1
20150201150833,2
20070404071944,1
20031110031776,1
20100706101622,3
20041109042441,1
20091211091098,1
20131110131759,3
20090504090511,3
20070908071280,1
20080403081427,1
20030112021692,1
20090101091238,3
20031110031492,2
20080202081133,3
20160505161295,1
20080202082322,1
20100302102379,1
20150504150792,3
20140605141803,1
20080908081528,1
20160201160768,1
20160302162346,1
20120706121604,1
20130705130119,1
20070302071771,1
20170907171023,1
20180111171206,1
20151109150579,1
20080605080814,1
20170112160526,2
20181211182519,1
20040504042409,3
20140303141110,1
20040403042340,1
20050112041037,3
20170111160755,3
20150302151188,1
20040403042055,1
20050706051227,3
20070807072424,3
20111009111453,1
20140908142435,1
20160807160737,1
20150301152429,2
20160201162210,3
20040403041233,3
20110505111442,3
20160201162394,1
20110908111537,1
20080504081432,1
20071010072316,1
20071110072266,3
20120807122318,3
20090606090747,3
20091211092359,1
20110201111932,3
20101009101507,1
20131008132307,1
20070302072256,1
20041211041881,1
20040606041369,3
20041110042039,3
20170604172261,1
20111109110617,3
20161009160933,1
20111109111695,1
20110503111680,1
20031009031734,3
20070605072520,1
20070504072614,3
20041211042164,3
20030403030612,1
20070202071518,1
20100907101804,3
20170504172371,3
20040604041175,3
20091110092036,3
20090504091308,3
20141009142249,3
20140504140111,1
20120112111969,1
20080807081420,3
20050505051853,3
20110706112007,3
20120303122451,3
20160111150769,3
20081211081645,3
20031009030759,2
20150112141902,1
20150504150708,1
20131110131809,3
20060908061294,3
20120605121651,1
20181111181302,3
20040706041641,3
20150403152168,3
20151009151176,1
20180502181662,3
20180402181450,2
20180402182165,3
20080403081503,3
20050403052212,1
20100303101027,3
20080505081306,3
20060403061145,1
20180101181180,1
20120403120987,3
20140807141093,3
20171110172003,1
20150908150609,3
20070111061259,1
20180908180099,3
20050403050916,3
20130908130080,3
20040302042557,1
20050201051383,3
20131009132114,1
20120503120673,1
20130403130084,1
20080908082460,1
20151110151712,1
20100201101131,3
20171009172139,1
20070212060920,1
20070908071186,1
20080201081323,2
20050605052180,3
20131110130980,3
20040111033281,3
20050909051267,3
20180806182013,3
20070404071786,1
20101110101631,1
20121211121694,3
20181008181714,1
20180807180759,1
20040808042558,3
20131009132322,2
20180201181822,3
20030403030841,3
20050201051724,1
20090101091153,3
20060202060795,3
20090605092343,3
20171110171761,3
20040805041949,3
20031009031128,1
20091009090803,1
20171110170933,3
20070908071542,3
20140112132272,1
20171110172510,3
20030111022165,1
20161009162210,3
20101111100052,3
20160112152245,1
20180403180111,1
20030504031520,1
20060403062451,3
20181211181552,1
20070605070799,3
20150807150097,1
20120404122029,3
20071210071992,1
20121110121658,1
20130504131815,1
20150604150783,3
20060112052343,3
20120403121651,1
20111110111799,1
20050807051926,1
20181109182202,1
20100403100775,3
20160403162264,1
20170908172175,3
20030706032540,3
20070706072342,1
20101009100505,1
20140201141375,1
20030908032693,2
20050111040555,1
20140302141234,3
20121008121652,1
20080403081438,3
20040605041708,1
20050201051495,3
20031009033356,3
20101008101410,2
20171210171660,2
20180606182135,1
20050201051576,3
20170302170577,1
20070302071352,1
20040605041793,1
20060605061760,3
20140807141452,3
20110201112498,1
20031009031300,1
20050503050678,1
20120101121081,1
20111110111698,3
20061110062287,1
20070605071518,1
20170706170796,3
20051211051076,1
20050302052057,1
20040605041243,1
20130301132364,1
20110706111065,1
20160403160841,3
20151110151057,3
20090201091297,3
20070111061204,1
20051212050793,3
20160403162284,3
20150705151426,3
20130909131453,1
20040504041309,1
20130908131865,3
20140201141151,1
20140807140036,1
20060201062365,1
20090201090570,2
20090807090958,3
20181211181220,1
20051211051623,3
20030706032023,1
20031009030970,1
20170605170710,3
20161110161787,1
20120212111523,3
20040705042148,1
20070808070569,3
20100302101863,3
20110403110770,1
20150605152413,3
20140606142491,3
20181110181384,1
20151210151255,1
20030606032339,3
20150112141035,1
20050503052327,3
20160201161929,3
20090605090061,1
20071010072486,3
20150504151905,3
20060302060771,1
20110908110515,3
20100101100050,3
20080201081948,1
20130504132029,3
20060908060137,1
20090604092027,3
20030301033472,1
20100202100556,2
20050605051160,1
20160705162104,1
20050212042527,3
20110907111898,3
20170403172228,3
20070605072048,3
20160706160715,1
20051211052455,3
20080302080503,1
20040908040860,2
20060907062533,2
20120402120849,2
20180909181999,1
20170909172333,1
20090302090523,1
20160212150906,1
20160201160889,1
20150403151602,2
20170605171808,3
20040604042411,3
20051109050665,3
20080707081751,1
20180605182442,1
20031110032979,2
20090606090912,3
20061010060875,3
20101110101654,3
20091211090844,3
20041009041778,3
20140112131243,3
20090706091039,1
20120807121976,3
20101210100583,1
20140706140621,1
20121110121697,3
20080403081860,1
20170201170814,3
20040302041616,1
20080403080965,1
20120402121644,3
20090908092465,3
20070907072466,3
20030605032223,3
20110808110820,3
20121111120555,3
20171110170833,1
20140503140040,1
20041211041597,3
20170605170667,3
20180909182405,2
20040605041430,1
20090402091913,1
20080605081874,3
20181009182315,1
20180302180670,3
20041009040947,3
20030807032075,1
20150201150656,1
20040301041079,2
20110808111163,1
20181210182370,1
20150302152008,2
20180201181408,1
20121009120607,1
20150807150001,3
20080504081420,1
20170504170161,3
20080605080038,3
20130807131622,1
20170604171294,1
20150909151586,3
20081211081673,1
20081211081876,1
20070706071006,1
20030101033414,3
20180212171451,1
20090302091270,1
20151210151003,3
20051111050839,3
20110908112076,1
20030706033156,1
20101110101368,2
20150808151990,1
20130807131758,1
20050111041257,1
20090112080712,2
20170302171977,3
20110605111179,1
20141211141343,3
20180603180849,3
20111009112207,1
20070706072094,3
20040504041073,3
20141211141453,1
20091111090549,3
20070908071609,1
20150807151287,3
20031211031628,3
20040908042063,3
20110605110958,1
20030112022264,1
20100201100758,1
20120807122026,3
20090201091976,3
20140807141773,1
20140605142412,1
20170907172314,1
20041010041525,3
20061211060546,1
20170504170047,3
20131211131909,3
20130908132229,1
20170706172504,3
20070403072291,1
20130807132498,1
20050907052087,3
20121109122151,1
20150807151341,1
20170707170138,1
20100504100126,2
20080605081681,3
20080202081646,1
20090201092028,3
20180908181131,1
20160806160526,3
20121212121753,3
20161109162188,1
20130605130563,3
20130403131256,3
20090301091058,3
20151009151017,3
20040605041847,1
20070302071199,1
20130112121433,1
20091009090676,1
20150706151255,3
20160201161096,1
20130808130824,3
20100404101945,2
20071211070951,3
20180403182119,1
20161110161870,3
20110605110908,3
20031110032107,1
20060302062313,3
20140605141619,1
20181110180916,1
20161009161703,3
20041211042087,1
20120112112301,1
20120302120995,3
20030706032063,1
20030605030191,1
20180705180138,3
20111110112238,3
20100403100042,3
20050201051850,1
20170302170644,1
20160302160917,3
20141110140667,1
20121109121426,2
20060112051692,1
20100604102452,2
20180605182437,1
20051109050992,3
20180504181531,1
20170505172213,3
20160402161262,1
20141211141946,2
20090112080885,1
20090807090097,3
20150705150841,3
20160806161329,1
20150112140544,1
20130504130889,1
20050908050036,3
20150707151692,1
20130504130011,1
20140605142301,1
20061009060536,3
20160302161758,3
20160403162331,1
20030604030507,1
20110706111702,2
20050504052399,1
20130402130705,3
20090706092062,1
20140301142031,3
20111211111222,1
20130201131436,1
20110808111216,1
20060908061430,1
20170806171850,1
20170112160641,3
20171110172011,1
20101009101134,1
20150707150570,1
20070807072302,1
20120401120840,2
20140201141788,1
20111008110808,1
20170403172041,1
20100807100818,3
20050807050022,1
20160707161831,3
20141110140585,3
20080112070127,3
20080201082385,3
20091009090662,2
20080909080880,1
20100807100582,1
20090807092491,1
20120605121192,1
20071110072392,3
20171009171750,1
20050112041432,1
20150504151149,1
20110504110996,1
20060503061238,1
20050504050818,3
20060808062097,2
20151211152330,3
20180808180944,1
20131009132462,3
20110807112156,1
20140302141295,3
20080908080606,1
20170605171857,3
20041010041764,1
20180807180693,1
20091009090540,3
20040707041756,1
20030112020983,3
20090807091629,3
20050908052499,1
20061009061935,1
20120112112509,1
20080605080164,2
20120403121028,1
20110302112175,3
20060605061512,1
20080504082450,1
20120505120042,1
20140111131603,1
20160808161235,3
20130302132198,3
20031009032377,3
20110807112369,3
20071009071104,1
20031211031552,1
20110201110541,1
20090807092499,3
20161110160678,1
20070505072691,1
20100404100524,3
20160807161483,1
20031211030575,1
20120302120869,3
20091211091467,3
20180402182121,1
20120807122396,3
20131010131046,2
20060302062560,1
20130908130736,3
20071009071569,2
20031211033528,1
20041009042314,2
20071110070811,1
20130807131254,3
20151009151022,3
20160705162373,1
20111009112322,3
20040908042224,1
20110605111477,3
20161110161380,1
20120605120082,1
20090606092520,3
20080706081102,1
20150303150947,3
20130706130872,1
20060505060564,3
20090504092391,3
20081009081637,1
20130111121141,1
20100201102283,2
20080605081262,1
20170303172165,1
20080605082089,1
20091009091044,3
20130302131336,3
20160706161370,1
20141009141230,1
20170908170851,1
20100504100601,3
20100908101925,1
20161009161602,3
20130302131646,3
20180504182359,1
20160301161774,1
20150705150087,3
20170706172364,1
20150403150081,3
20050706052527,3
20031008033140,1
20040402042325,1
20120504120608,3
20150505150791,3
20121008121801,1
20170403172174,3
20121010121461,3
20030605031446,3
20140202141057,1
20150705152450,3
20110112100972,3
20140504142234,1
20140504142510,3
20070908071576,3
20121008121504,2
20110112101485,2
20040705041987,1
20130605130072,3
20080403081154,3
20171211170646,3
20160504162259,3
20070201071686,3
20180806180055,3
20030201031492,3
20120806121412,1
20171211171981,3
20090403090988,3
20060112051894,3
20150301150061,2
20100706101968,1
20150606151236,3
20150806151995,3
20140706141615,3
20180707180038,1
20131211131785,3
20180403180002,1
20130201130139,1
20181210181128,3
20040202042387,1
20040202041248,1
20040201042343,1
20110101112219,1
20050504052367,3
20170706170554,3
20040706040852,1
20140504140715,1
20091009092266,3
20150302150854,3
20050908050613,3
20160303160831,3
20160807160926,3
20180212170916,3
20110707111371,1
20161109161980,3
20080806082320,3
20170705170124,1
20080706080773,1
20101110101454,1
20061010061373,3
20070605070538,1
20161009160909,1
20100201101551,1
20101009101125,1
20170301170001,1
20100909100664,3
20051211051905,3
20160605161985,1
20170605170582,3
20080908082468,3
20160505161098,3
20080605082442,1
20030504032106,3
20110112100931,3
20140807141441,1
20050403051378,1
20050101050502,3
20141110141120,1
20111109111052,3
20110201110654,3
20030606032752,1
20150807151156,1
20090807091235,3
20160302162026,3
20160403161136,1
20180706180794,1
20030111020620,3
20180504181095,3
20140908141139,1
20110201110128,3
20170605172044,3
20050112040551,3
20091009090856,3
20140605141352,3
20070908071039,1
20180606181576,1
20060605061353,3
20080201082014,3
20150201150158,3
20150303152173,3
20151110151451,3
20081008081641,3
20160605161093,3
20141211142137,1
20030504030907,1
20051211052026,3
20130403131010,3
20040201040087,2
20161009161025,1
20040908041643,1
20070808072114,1
20140605140972,3
20050706051744,3
20170201171895,3
20050504050011,3
20180302181187,1
20070605070856,1
20050605051290,1
20050706051510,3
20181110181676,1
20130112122447,3
20151110151818,1
20111111110159,2
20170908170040,3
20120403121584,1
20070202071365,1
20100403102314,1
20070302072442,1
20141009141389,2
20121211121272,1
20091110091373,3
20060201061732,3
20030112023136,1
20160606161032,1
20110201112465,1
20071211072427,3
20110201112366,1
20060112050747,3
20070706072077,3
20111010111966,1
20050505050728,3
20100504100757,1
20120404121542,1
20120808121693,3
20091211091203,1
20050807051783,3
20030403033473,1
20100201102351,3
20060909060951,1
20060302062438,2
20060605062362,2
20110706111371,1
20150908150864,1
20130807131524,1
20140301140933,1
20110403111099,1
20090807091033,1
20050302051128,3
20090909090792,3
20080504081299,3
20071009071105,1
20101111101907,3
20170201171363,3
20130302130571,1
20170504171532,1
20130908131191,3
20130112120870,1
20040706041249,3
20160302162132,3
20160807161536,3
20090605090512,1
20080605080018,3
20060505061121,1
20151010151017,3
20041009042384,1
20030302032524,1
20181110180648,3
20060808061957,1
20091211090082,2
20150908152519,3
20030504032937,1
20061110061181,1
20050112041977,3
20041110042352,3
20090201090951,3
20171110172065,1
20070201070583,3
20100807100526,1
20101009101774,3
20061009062221,3
20140503141294,1
20040605040912,1
20061211061325,3
20180101180524,1
20050201051688,3
20090212080637,3
20140403141800,3
20061110061416,1
