ID,cluster
20110112100078,1
20111211110780,4
20081211081837,1
20180504181159,1
20041009042461,1
20160504162285,1
20120706121320,1
20051211051413,1
20150302151250,4
20140806140701,1
20110302111396,1
20031211030932,4
20181110182510,1
20081110081271,4
20050908050693,1
20160504160904,1
20140606140875,1
20050402052393,4
20050807051209,1
20161110161281,4
20061108061409,1
20090706092233,1
20170604170851,4
20100908101646,4
20120908121708,4
20121111121552,1
20090706090950,1
20120908122347,4
20151110152235,1
20130706131753,4
20180112170523,4
20160605161036,1
20130605132482,1
20091211092131,1
20070302071548,4
20030302033325,1
20050705051064,4
20060201061124,4
20100807102408,4
20081009081902,1
20040605042037,4
20170605170686,4
20160504162533,4
20070101071227,4
20080504081025,4
20051211051043,1
20110505110049,4
20091009090514,1
20050403050998,1
20100403101062,2
20070605070667,4
20050403051850,4
20130605131576,4
20050112041102,4
20150302151309,4
20120604120060,3
20040605041779,1
20130807131655,1
20080201082168,4
20160908161033,1
20100201101435,1
20071009071309,4
20090302091117,4
20090302090014,4
20080201082273,1
20100201101937,2
20041111041766,4
20121109121747,1
20140706142487,4
20140605141926,1
20091110092115,1
20071211071562,4
20050807052065,1
20040908041484,4
20140402142042,3
20120403120503,4
20050302051410,4
20120706121850,1
20150807152211,4
20080705082472,1
20030112023136,4
20141211142505,4
20100706102117,1
20061009060516,1
20100704102217,1
20080403082430,2
20180302181823,1
20110705110683,1
20180402182121,4
20040201040045,2
20080201080980,4
20130404131503,1
20130111121217,4
20161110162163,4
20030112020847,4
20070605072378,1
20171212171811,4
20050806051314,1
20140908142020,1
20090706091794,4
20100605100813,1
20040806041869,1
20140706140851,1
20080302081477,1
20120301122230,4
20111110110791,1
20091211090131,1
20080605081777,4
20150201150977,1
20091211092253,4
20061009062230,1
20090504090880,4
20070503072062,2
20150805151728,3
20120705121776,1
20030302032198,4
20110111101404,1
20120909122241,4
20140908142051,4
20111008112315,1
20090807092370,4
20051211051905,1
20030605032616,1
20081110081149,1
20170302170938,3
20160112152349,4
20121009121570,4
20060807060841,1
20140605142076,2
20131010131686,1
20161010160017,4
20110806110544,2
20090403090810,4
20150403152230,1
20141211142314,2
20151211150917,1
20061211061817,1
20070212062151,1
20081010080957,1
20070706070823,4
20071110070966,4
20100402101358,4
20101009101470,4
20170403170771,4
20031110030710,4
20050302052055,4
20070504071863,1
20081008081898,1
20050504051589,1
20051110052390,1
20060212050916,4
20150807151386,1
20090201091130,3
20031009032398,4
20031211031964,4
20160909161026,3
20090707091398,1
20040112031438,4
20160403160786,4
20040504041449,2
20111009112196,4
20070112060505,1
20051009051214,4
20150402152053,4
20150403152150,1
20180605182086,4
20101210101991,2
20100504102024,1
20040806040540,4
20080605082082,4
20070112062276,1
20140302141233,1
20121211121661,1
20100201101783,1
20130201130686,1
20180706180946,1
20160807161906,4
20050503050812,4
20050201050744,4
20121008121432,4
20081009081330,1
20101009100668,4
20030111020813,1
20161211162090,4
20050908051226,3
20180605180135,4
20100302102056,4
20031009031946,1
20110908111724,4
20131212131098,1
20121211120157,1
20160706162196,1
20151212151061,1
20071009070950,4
20080808081278,4
20120908122223,4
20181010182036,1
20060112050525,1
20070706072534,4
20140705140852,1
20060112052043,4
20180807180674,2
20160909161464,4
20070908072217,1
20160112151299,4
20031009032179,4
20040908040084,1
20151110152000,1
20050403052210,1
20170605170559,4
20180807181431,1
20051109052363,1
20071211071497,4
20170302170849,4
20060807061833,4
20141009142283,1
20081211081868,1
20040504041540,2
20110807111049,1
20130403131907,4
20140606142444,1
20060706060084,4
20080807081774,4
20181009180820,1
20141110140651,1
20180201181382,1
20130807131097,1
20081211080867,2
20060605061001,1
20030404030724,1
20060302060785,1
20150202150513,1
20140201141741,4
20080504081720,1
20051109052369,4
20070112061444,4
20130302130963,2
20040604041849,4
20030504033545,4
20030707031928,4
20130301131894,4
20070212062221,1
20180806180055,1
20030212021425,4
20070302070824,4
20070807072496,4
20060504060732,2
20180503182206,1
20041110040643,4
20120302120663,1
20180807181734,4
20081009080033,4
20041110040771,1
20130403131267,1
20121008121398,4
20131110131992,1
20141110142041,4
20120101120187,4
20071110072070,4
20140503141727,4
20131211131219,2
20090112082097,3
20090807092419,4
20171110171854,4
20150605152401,1
20050707051301,4
20061211061055,1
20170112161898,1
20170111161294,4
20110112102460,4
20130909131534,1
20050302051433,4
20181110181251,4
20131110132305,2
20080505081392,1
20070403070616,4
20050403051772,1
20110605111520,4
20180605182393,1
20070504072293,3
20040303041719,4
20040909041386,1
20111212111092,1
20070807072428,1
20090807092112,1
20060807060121,1
20061009061327,4
20180605180630,4
20120112110142,1
20171009170063,1
20090504090002,1
20060807061117,4
20090807090598,1
20140504141733,1
20170706170018,1
20110403111352,2
20081211080683,2
20070504070708,4
20160504161167,1
20080909082429,4
20170604172313,1
20151210151512,4
20100403101977,4
20101110101385,1
20030201033650,4
20050908052457,1
20040605041981,4
20091110090819,4
20040301040019,4
20170707170872,1
20060807061477,1
20171110171797,4
20110201111504,4
20110908111730,1
20031211031510,4
20090605090841,4
20070606072441,4
20170606172053,1
20051111051991,4
20160112150144,1
20180908182026,4
20141110142082,4
20040908042046,1
20071110071523,3
20040212030786,2
20100605102219,4
20120707122366,1
20140706141071,1
20171211172125,2
20170112160527,1
20120302122185,1
20120403122211,4
20150202152204,1
20180706182110,4
20041008040653,4
20051111051688,4
20150111140509,4
20140403142423,4
20130212120023,1
20040302040052,1
20170201170939,3
20130705130123,4
20050707050814,3
20140111132056,4
20030504031617,1
20170504170857,4
20170806171458,1
20150201151454,1
20030202032661,1
20120907122069,1
20030301031903,1
20130112122120,4
20050807050955,4
20091110091081,4
20090706091887,1
20130201131615,4
20181009181385,4
20050403052104,1
20071009072329,4
20110403110011,1
20100201101748,3
20180504181177,1
20071110071953,1
20080403081844,4
20131211131759,1
20120908122211,4
20030906032570,3
20110605110799,1
20040112031523,4
20060403061996,1
20131008131346,1
20040101040774,2
20031009030080,2
20040112031849,2
20110604110546,4
20101009102177,1
20140202141097,4
20070101071504,4
20160403161341,4
20170807171454,4
20060505060557,1
20140201141302,1
20050706050932,4
20150604150875,4
20051009052423,1
20121110121051,4
20130605132453,4
20181110181011,1
20171009172216,2
20040707041451,1
20121111121886,4
20080605082385,4
20110504112005,4
20041009040963,4
20070404071456,1
20040605042102,1
20150807151156,4
20091009092266,1
20091212091063,1
20051110051736,1
20140807140955,4
20060403061662,4
20130112122403,1
20181211182164,4
20170101171859,1
20080112070633,1
20181009181070,4
20111110111241,1
20070605072368,3
20141111140512,1
20110605111761,4
20140112132431,4
20030605032683,4
20130605131642,4
20150605152140,1
20120303121430,1
20171109171321,4
20170302170731,4
20051010051502,1
20161211161287,1
20150807152408,1
20151009151242,4
20120706120918,1
20110706110996,1
20090807090598,1
20170302172406,4
20090908090730,2
20160301162488,1
20101009102197,1
20140706141907,1
20170403170887,4
20160908160866,4
20130505130154,4
20030112021785,1
20040505040690,1
20030605031048,1
20160807160823,4
20050403051238,4
20080505081080,4
20110301112050,1
20180909180055,4
20110201111052,1
20071211072427,1
20120807122218,1
20050112042392,1
20181009182255,4
20170302171925,1
20140504140089,1
20151210151954,1
20081009081591,1
20040807040942,1
20110111101921,3
20040112031874,1
20140907142085,4
20050604051493,1
20090606090032,4
20031110032890,1
20110605111044,1
20070112061357,1
20131109130770,4
20121110121275,1
20060605060030,1
20151009150865,4
20040112032063,1
20051110051202,3
20130504131132,4
20160806162152,4
20060402061530,1
20160807161721,1
20180504181091,1
20060504060611,1
20110402111778,3
20090706092197,4
20151211151969,4
20100605101769,1
20160201160711,1
20040706041950,4
20150302151250,4
20180605180072,4
20040302041220,4
20110112100802,4
20140112130885,4
20090403092454,4
20071009071005,2
20060807062258,4
20140112131312,1
20080505080991,3
20180908180909,4
20180112171989,1
20140302140756,4
20171211172536,1
20030112022106,4
20130504131430,4
20100605101332,1
20131110131967,1
20180502181662,1
20050302052005,1
20180403181300,1
20140111132507,2
20150605152253,1
20060605061952,3
20180112171795,1
20090201091463,4
20171009171390,4
20120706122391,4
20160112150896,4
20090202090821,4
20160706160553,1
20070605072478,4
20040403040884,4
20071211072466,4
20160604162438,1
20140504141239,2
20170908171864,1
20030503033413,4
20150212141904,4
20110403111070,1
20091110092356,1
20050112041720,1
20051110050127,4
20070909072081,4
20140402141265,4
20130504131183,1
20110807111013,3
20041211040637,1
20060403061446,1
20181110182215,3
20120706122414,4
20110302110550,4
20080807081034,4
20040402041736,1
20040908041022,4
20150504150796,4
20070302071540,4
20051009051205,4
20180808182021,4
20060101060536,4
20161110161453,4
20150112142122,1
20160302161367,4
20070111061840,1
20161009162087,4
20070403070643,1
20180403180126,1
20090302091849,4
20110605111771,1
20130302131378,1
20140212130950,1
20121009121380,4
20150111142509,4
20080504080997,1
20150605151365,1
20140112131479,4
20050807050810,4
20160302162200,4
20050706050679,1
20071009072379,4
20141009141343,1
20180705180663,4
20170403171023,4
20161211160545,4
20091008090986,1
20030806033223,4
20140112132077,1
20070403071025,1
20030201031615,4
20080605082016,4
20111009111715,1
20150111142048,1
20131211131035,1
20041211041913,4
20070302071505,4
20091009090793,1
20100807101716,1
20180303180679,4
20170111162352,4
20170908171412,3
20070101071848,4
20150201151694,1
20140706142055,1
20100404100826,1
20070908071724,4
20140302141176,4
20030112023136,4
20150706151891,4
20150112140164,4
20090201092103,4
20100908100905,4
20120705122421,4
20091010091079,1
20060807061712,4
20081009082237,1
20100112092314,4
20060807062329,4
20150403151301,1
20100201101966,1
20171211170828,4
20160404162173,1
20170807171099,3
20100504101216,1
20161009162413,4
20140605141012,1
20150302152346,1
20181110180597,4
20050908052389,4
20151110150787,3
20041110040135,1
20170605171467,4
20090807091991,4
20101010100572,1
20030504030980,1
20080908081835,1
20130909132395,4
20150201152106,1
20180605182106,1
20040302040804,1
20180101181511,3
20111210110661,3
20140212131281,1
20161009162039,4
20040605041250,4
20150605151652,4
20100112091214,2
20030111022741,3
20160301162049,4
20050302051058,1
20060302062350,1
20120302120052,4
20060706060731,4
20151009151585,1
20061110061019,4
20151211151685,2
20170201171139,1
20081009080834,1
20140403141438,4
20121111121433,2
20060504060616,4
20180112171137,1
20120504121047,4
20090201091207,1
20131109132224,4
20150604150524,4
20051210050695,3
20030908033101,3
20050706051439,1
20170504172009,1
20130201132167,1
20040201042432,4
20140112131410,4
20110909112007,1
20040908042436,3
20121212121700,1
20090504092304,2
20151110151435,1
20040706041926,4
20120403121989,2
20160807160794,3
20071008071106,4
20110201112037,2
20170707170972,1
20090807090039,1
20160807161238,4
20130302130912,1
20161109160640,3
20030403031177,1
20070706071330,4
20090605090980,1
20070706072667,3
20170112161568,4
20081009080749,4
20040707041892,3
20110504112399,1
20180302181513,4
20120301120715,1
20110706110563,4
20060908061802,4
20071010070628,4
20070908071727,1
20031009031752,4
20031211031428,1
20090302092088,4
20110112102435,2
20071211070982,1
20140112132184,1
20170605171755,1
20030112023605,1
20160504160709,1
20110402111488,1
20100302102489,1
20160302161598,2
20120201122378,1
20171010171134,1
20051009051891,1
20060807062501,2
20170605171587,1
20050504050848,4
20090504092232,2
20180908181043,4
20061210061979,4
20030606030531,4
20080605081455,4
20061211060802,1
20170101171609,1
20160112151309,4
20120605122255,3
20170807172392,1
20170301172344,1
20170807171004,4
20160404160145,2
20100504102424,4
20160808161235,1
20040706042168,1
20170302171457,4
20150807152466,4
20100706102153,1
20050302050582,4
20090908092369,3
20110908110114,2
20050112042352,4
20030605033463,4
20060503062471,4
20041110042482,1
20041110040599,1
20170201171240,4
20130111120525,4
20120302121196,1
20150403150797,1
20070907070988,4
20150707150089,1
20070806072621,4
20070403071152,1
20031009032713,4
20070403070504,4
20161009161763,4
20031010032381,2
20140504140793,1
20080605081221,2
20170504171519,4
20170706170800,1
20081009081434,4
20181009181630,3
20100706101450,4
20121010121130,4
20100303100076,4
20170908171324,4
20081211080133,4
20070908071136,4
20081010081639,4
20050806050705,1
20101211102471,4
20111110111606,1
20111211111893,4
20040403041236,1
20061109060749,4
20040504042333,4
20101211102501,4
20080111072447,1
20071010072117,4
20050403051288,2
20110605110029,3
20091210092443,1
20030111022176,3
20070505071131,1
20080112071899,1
20090807092388,1
20130101132429,4
20100909100830,4
20170302170024,1
20180302181483,4
20060504061078,4
20090502090678,1
20140201140113,4
20161009160098,1
20051009052010,4
20080201081304,1
20061212062086,1
20050806052149,4
20130908132448,4
20060302062313,1
20131009130942,2
20160403162185,4
20040112031243,1
20040605042312,1
20150504151690,4
20151110151999,4
20150907150917,4
20150504152381,1
20140112132428,2
20080908081983,1
20060111051856,4
20061211060780,1
20070807070610,1
20150908151804,4
20090504091597,4
20180403182260,4
20061111062457,2
20160201160764,4
20041212041538,1
20090302091808,4
20060302062548,1
20150403151457,4
20090404092324,1
20090112080902,4
20070111061668,1
20080201080946,4
20090908090129,1
20141010142269,4
20180112171513,1
20120707122446,1
20110806111764,1
20101110101748,2
20050112041603,4
20170503171646,1
20130908131865,1
20070101071274,1
20160907162387,4
20070908071556,1
20060201062493,1
20160605160831,4
20171110171407,4
20180503181301,2
20030706030966,1
20040605040591,1
20160807161344,4
20030403032951,1
20160605160772,4
20120605120782,4
20040808041262,4
20050112040065,4
20120504121229,1
20100706101762,4
20180303181529,1
20180504182540,1
20170908171630,1
20070504070602,4
20030807031853,4
20060504060907,4
20180301181183,2
20100201102228,2
20170705171110,4
20050112041090,2
20060908062360,1
20170503171563,1
20180503182080,2
20160503161449,4
20161009160738,1
20170112161266,4
20041010041818,2
20060112050048,3
20170706171410,4
20160605160020,1
20160303160089,1
20040112031467,4
20141110142382,1
20100807102034,1
20160907160993,3
20160605161999,4
20130201132205,1
20091009091371,4
20060605062424,4
20090302091257,1
20121111121433,2
20170111162265,3
20090604092235,1
20081110082217,4
20100706100502,4
20090112080026,2
20150807151008,1
20121009121598,1
20030908033167,1
20180201181798,1
20120907121987,4
20120201121629,4
20060112051270,1
20170403171995,4
20180806181616,4
20130908131706,4
20170302170130,2
20101009101720,1
20091110092003,4
20040503041375,1
20150404150052,1
20140605141752,4
20090807090757,1
20090706091443,1
20120908120503,4
20130605130558,4
20121009121996,1
20090402090647,4
20180605180872,1
20141210142211,4
20180112172008,4
20050302051597,4
20031110032986,1
20140302141740,2
20061211061733,4
20131110130964,4
20050301051957,1
20111009111064,4
20060504061419,1
20050605050721,4
20130908131018,1
20040402040802,4
20091210090027,1
20130403131315,1
20110504110885,4
20151110151878,1
20081211080929,1
20090504090527,4
20160807162058,4
20080201081473,1
20030606032732,1
20050807050671,4
20170302171745,4
20040504041109,4
20140908141851,3
20180402181074,1
20101211101333,1
20180503182080,2
20110706111225,1
20070706070059,1
20070101072421,4
20130706131854,1
20040201041819,2
20161111162027,1
20181009181240,4
20080301080514,1
20131008131647,1
20101211102427,1
20110302111253,1
20160707161198,4
20180706180556,4
20030605032302,4
20181009181073,1
20170201171445,4
20120302122036,4
20040404041910,2
20060908061769,4
20090807090554,1
20040706042199,4
20150807150702,1
20130908132458,4
20150302150074,1
20050706052392,4
20040112031637,1
20081211080526,4
20140807140971,1
20070707070895,1
20070908071598,4
20140706142391,4
20130504130607,1
20040807041668,4
20050604051927,1
20100706101094,4
20071010070628,4
20170201170549,4
20080807080067,1
20030201032809,4
20121212121456,1
20090807092146,1
20130403131259,4
20140908141239,3
20151009152350,1
20060706062510,1
20140201141050,4
20051211051484,4
20101211101611,1
20060302062332,1
20160302161520,4
20071009070693,4
20140706141093,1
20070402071211,4
20170503172253,3
20111211111041,1
20070403071680,1
20030201030047,1
20120403121442,4
20080201080598,4
20081110081166,4
20100705101279,4
20150605151989,3
20100112091070,1
20070706071091,1
20170706172163,4
20091211091276,1
20110504110919,1
20030504032751,4
20060504060730,1
20030907032744,4
20030908030526,1
20170604172313,1
20100605100889,1
20130403131349,4
20050402051588,1
20170101170980,1
20080403081605,1
20040504041540,2
20111009111900,2
20161009161912,1
20100403101615,1
20170504171731,1
20130706131086,1
20160403162475,1
20161211160898,4
20130605132015,3
20061110060527,4
20030111022370,1
20030403031601,4
20030706031688,4
20130112121703,4
20060808061270,2
20170302170142,4
20170908172162,2
20070706071163,1
20050604052091,4
20140605140049,1
20170907171491,1
20060807061184,3
20180706181097,4
20110604112256,1
20100302100886,1
20060403062025,2
20111110110606,1
20180112171616,1
20030212021942,1
20151009150526,4
20081211081038,4
20050907052374,4
20140112131356,1
20141211141373,4
20170808172189,1
20080504081432,4
20140504140839,1
20040706041372,1
20090604091496,1
20130302132106,1
20060908061182,1
20160807161481,4
20111211110173,4
20070504072285,4
20140605141919,1
20031009032855,4
20071211071828,2
20150302150842,1
20140201141650,1
20140606142421,4
20100301100966,4
20030504032585,2
20181109180809,1
20181211180931,4
20140111130505,4
20150111140509,4
20150806150695,4
20171010170137,1
20030403033427,3
20060503061476,1
20180202181377,4
20171110170108,4
20050101051915,1
20150605152465,1
20060402061763,4
20030908031503,4
20070403072189,2
20101110101419,4
20030302030809,4
20030605032543,1
20050707050733,4
20100807100657,4
20111009111328,1
20080706081761,4
20130807130850,1
20100504101216,1
20140112130538,1
20070112062262,1
20140808142143,1
20100605101016,1
20161212161705,1
20150403150955,1
20160403162475,1
20071009070652,1
20130303131091,1
20081211081837,1
20050403051721,1
20160201161083,1
20180604181104,4
20130302130991,1
20140604141588,4
20140808141464,1
20110302112319,2
20180706181652,4
20070807072554,4
20030302032732,2
20070807071870,1
20180302180933,4
20140605142023,1
20140605140591,1
20120806121506,1
20150112141754,1
20031009030549,1
20141110140511,4
20140301141431,4
20140606141273,4
20160503160972,1
20050201051645,4
20170604171872,1
20160706161993,4
20181109182147,2
20131111130132,1
20091009091890,1
20040908042228,1
20111210112430,2
20101110101540,2
20110112100632,1
20120112111770,1
20071009071819,1
20040302041497,4
20130112122478,1
20040706041681,4
20140706142386,4
20130604132222,4
20071212072194,4
20141110141762,4
