ID,osa_cluster
20090504092391,2
20081009081637,3
20130111121141,3
20100201102283,1
20080605081262,3
20170303172165,3
20080605082089,3
20091009091044,2
20130302131336,2
20160706161370,3
20141009141230,3
20170908170851,3
20100504100601,2
20100908101925,3
20161009161602,2
20130302131646,2
20180504182359,3
20160301161774,4
20150705150087,2
20170706172364,3
20150403150081,2
20050706052527,2
20031008033140,3
20040402042325,4
20120504120608,2
20150505150791,2
20121008121801,4
20170403172174,2
20121010121461,2
20030605031446,4
20140202141057,2
20150705152450,2
20110112100972,2
20140504142234,4
20140504142510,2
20070908071576,3
20121008121504,1
20110112101485,1
20040705041987,3
20130605130072,3
20080403081154,2
20171211170646,2
20160504162259,2
20070201071686,2
20180806180055,2
20030201031492,2
20120806121412,4
20171211171981,2
20090403090988,2
20060112051894,2
20150301150061,1
20100706101968,3
20150606151236,2
20150806151995,2
20140706141615,2
20180707180038,4
20131211131785,2
20180403180002,3
20130201130139,3
20181210181128,2
20040202042387,3
20040202041248,3
20040201042343,3
20110101112219,3
20050504052367,2
20170706170554,2
20040706040852,3
20140504140715,3
20091009092266,2
20150302150854,2
20050908050613,2
20160303160831,2
20160807160926,2
20180212170916,2
20110707111371,4
20161109161980,2
20080806082320,2
20170705170124,3
20080706080773,3
20101110101454,3
20061010061373,2
20070605070538,3
20161009160909,3
20100201101551,3
20101009101125,3
20170301170001,3
20100909100664,2
20051211051905,2
20160605161985,2
20170605170582,2
20080908082468,2
20160505161098,2
20080605082442,4
20030504032106,2
20110112100931,2
20140807141441,3
20050403051378,3
20050101050502,2
20141110141120,3
20111109111052,2
20110201110654,2
20030606032752,3
20150807151156,3
20090807091235,2
20160302162026,2
20160403161136,3
20180706180794,3
20030111020620,2
20180504181095,2
20140908141139,3
20110201110128,2
20170605172044,2
20050112040551,2
20091009090856,2
20140605141352,2
20070908071039,3
20180606181576,3
20060605061353,2
20080201082014,2
20150201150158,2
20150303152173,2
20151110151451,2
20081008081641,2
20160605161093,2
20141211142137,3
20030504030907,3
20051211052026,2
20130403131010,2
20040201040087,1
20161009161025,4
20040908041643,3
20070808072114,3
20140605140972,2
20050706051744,2
20170201171895,2
20050504050011,2
20180302181187,3
20070605070856,3
20050605051290,3
20050706051510,2
20181110181676,3
20130112122447,2
20151110151818,3
20111111110159,1
20170908170040,2
20120403121584,3
20070202071365,3
20100403102314,3
20070302072442,3
20141009141389,1
20121211121272,3
20091110091373,2
20060201061732,2
20030112023136,3
20160606161032,3
20110201112465,3
20071211072427,2
20110201112366,3
20060112050747,2
20070706072077,2
20111010111966,3
20050505050728,2
20100504100757,3
20120404121542,3
20120808121693,2
20091211091203,3
20050807051783,2
20030403033473,3
20100201102351,2
20060909060951,2
20060302062438,1
20060605062362,1
20110706111371,3
20150908150864,3
20130807131524,3
20140301140933,4
20110403111099,3
20090807091033,3
20050302051128,2
20090909090792,2
20080504081299,2
20071009071105,3
20101111101907,2
20170201171363,2
20130302130571,4
20170504171532,3
20130908131191,2
20130112120870,4
20040706041249,2
20160302162132,2
20160807161536,2
20090605090512,4
20080605080018,2
20060505061121,3
20151010151017,2
20041009042384,3
20030302032524,3
20181110180648,2
20060808061957,3
20091211090082,2
20150908152519,2
20030504032937,3
20061110061181,3
20050112041977,2
20041110042352,2
20090201090951,2
20171110172065,3
20070201070583,2
20100807100526,3
20101009101774,2
20061009062221,2
20140503141294,3
20040605040912,3
20061211061325,2
20180101180524,3
20050201051688,2
20090212080637,2
20140403141800,2
